UserID,HDS,HBE,HFE,NUMCOURSESBEGINNERDATASCIENCE ,NUMCOURSESBEGINNERBACKEND,NUMCOURSESBEGINNERFRONTEND,NUMCOURSESADVANCEDDATASCIENCE,NUMCOURSESADVANCEDBACKEND ,NUMCOURSESADVANCEDFRONTEND,AVGSCOREDATASCIENCE,AVGSCOREBACKEND,AVGSCOREFRONTEND,StudentProfile
55014906,20,49,42,3,4,3,3,7,6,43,81,67,advanced_front_end
9556102,60,18,0,2,3,2,7,3,7,70,88,68,advanced_backend
95817536,77,27,18,2,5,4,1,4,2,54,49,55,beginner_front_end
75343605,50,52,36,5,2,0,6,9,2,64,72,98,beginner_backend
77980732,32,34,36,0,7,1,5,5,2,55,54,79,advanced_front_end
83933230,62,55,50,5,5,3,2,4,1,66,68,48,advanced_front_end
89058576,29,15,59,5,3,3,9,4,2,68,63,61,beginner_backend
37855767,58,43,0,3,7,4,3,2,4,82,61,53,beginner_front_end
79600774,34,53,55,3,3,1,4,6,4,68,72,92,advanced_front_end
38437412,28,57,0,0,1,0,0,3,4,,35,25,beginner_front_end
26086943,47,49,5,1,4,3,0,6,1,79,54,47,beginner_front_end
22555041,50,51,43,4,5,4,3,4,5,66,65,67,beginner_backend
66715270,87,49,58,5,5,2,4,4,2,67,32,74,advanced_data_science
29289395,88,6,37,1,8,2,2,3,0,58,67,51,advanced_front_end
23510831,57,82,36,4,3,2,3,4,3,66,84,69,beginner_backend
92396955,64,17,22,5,3,4,1,7,3,57,57,59,advanced_data_science
86382397,36,61,19,1,7,0,3,3,3,78,88,48,beginner_front_end
77070468,15,63,67,2,4,0,2,12,4,89,61,48,beginner_front_end
3065715,33,38,50,3,5,2,3,5,4,50,79,66,advanced_front_end
35362362,37,66,36,3,6,5,0,9,4,79,62,59,beginner_front_end
98078154,21,20,30,1,6,1,0,4,4,25,86,58,advanced_front_end
57818887,8,43,18,3,3,0,3,5,3,97,55,46,beginner_front_end
69179052,10,54,0,3,0,1,2,6,1,67,40,66,beginner_backend
32173587,57,50,68,2,3,2,7,3,6,52,40,88,advanced_data_science
67797872,59,87,7,5,2,0,0,3,8,41,57,77,beginner_backend
79757544,40,50,10,5,1,5,3,7,2,63,53,53,advanced_data_science
14163795,46,62,13,4,4,3,4,5,7,58,80,83,beginner_backend
10415230,66,0,49,3,1,2,3,7,3,60,31,58,beginner_front_end
33871246,44,39,50,3,4,5,3,1,5,81,86,79,beginner_data_science
93263255,35,49,0,7,3,5,2,8,2,59,85,69,advanced_data_science
69116243,41,35,50,2,2,7,5,4,2,63,98,76,beginner_data_science
82750768,62,64,25,7,4,3,8,5,1,58,48,61,advanced_data_science
65578901,43,35,0,2,4,4,2,6,3,83,62,62,beginner_front_end
77963605,53,81,31,0,2,3,7,0,2,54,68,52,advanced_backend
89929827,36,14,59,1,5,4,3,5,3,79,65,70,beginner_data_science
37029422,39,72,44,4,4,3,4,5,4,51,65,81,advanced_backend
70716420,14,54,11,2,3,4,1,4,4,82,77,70,beginner_backend
21591421,57,33,53,3,4,2,1,4,2,38,64,51,advanced_front_end
54762903,71,16,0,6,5,4,4,4,4,56,75,63,advanced_backend
66698108,40,29,21,2,3,0,2,5,5,77,51,48,beginner_front_end
4034001,61,63,46,4,3,5,5,7,6,45,66,57,advanced_backend
7317968,41,79,54,6,5,7,4,5,7,62,50,66,advanced_backend
75675987,4,38,56,3,3,6,1,7,5,48,76,37,advanced_front_end
86763554,19,25,55,3,5,5,6,3,5,70,82,74,beginner_backend
94185739,40,51,40,5,3,3,3,6,4,77,41,43,beginner_front_end
28456015,39,6,37,6,4,3,5,4,4,74,65,68,beginner_front_end
206153,66,28,21,2,5,4,4,5,3,39,65,56,advanced_front_end
9008838,31,38,23,4,3,3,4,5,3,75,67,73,beginner_backend
14767793,69,50,20,3,1,7,2,7,5,48,60,53,advanced_data_science
9159036,33,54,27,2,7,4,6,5,3,68,85,72,advanced_front_end
94834963,18,33,54,3,1,3,5,4,6,86,86,98,advanced_backend
64161166,43,37,45,4,4,3,2,5,2,71,51,53,beginner_front_end
88673648,28,37,78,3,6,0,3,5,1,68,70,84,advanced_front_end
6610851,41,82,41,5,1,4,5,3,1,59,55,72,advanced_backend
56813504,67,0,20,5,5,6,6,4,4,64,65,86,beginner_front_end
39231751,15,21,32,0,6,2,2,6,3,43,86,58,advanced_front_end
61535382,18,34,42,1,2,0,3,9,3,90,50,54,beginner_front_end
80449418,30,57,44,4,2,6,5,5,4,56,60,64,advanced_data_science
71331473,55,31,40,5,0,7,0,4,4,70,62,87,advanced_data_science
19862294,103,5,42,4,7,9,2,5,1,46,51,73,beginner_front_end
87898021,32,50,30,2,4,5,4,4,4,72,73,68,beginner_backend
75003982,20,37,5,4,3,3,7,2,4,65,78,74,advanced_backend
7921023,0,99,54,1,0,10,7,0,7,65,,42,advanced_backend
52088679,52,75,4,7,0,7,5,7,3,68,62,85,advanced_data_science
72680583,17,29,31,0,,3,2,8,2,68,53,71,beginner_backend
37578782,28,49,47,4,4,2,3,4,4,75,78,79,beginner_backend
51619672,23,24,15,2,2,0,5,4,6,83,69,79,beginner_data_science
6531079,0,11,41,0,4,3,3,2,3,100,99,78,beginner_backend
19426964,48,90,8,3,1,4,2,4,5,55,87,75,beginner_backend
45970963,0,0,46,3,1,4,3,3,3,67,50,58,beginner_data_science
98414456,29,52,11,3,3,4,6,6,2,46,77,57,advanced_data_science
92083949,82,22,0,5,4,3,4,5,7,68,74,69,advanced_backend
30044626,31,61,56,0,5,4,5,6,2,53,47,49,advanced_front_end
90364075,39,75,0,8,2,5,1,8,1,78,60,69,advanced_data_science
39938766,23,59,40,3,2,7,0,5,3,64,63,69,advanced_data_science
32808983,0,0,55,3,0,4,3,1,5,37,51,56,beginner_data_science
66608504,0,12,52,2,1,2,3,3,5,49,79,72,beginner_data_science
85508158,21,28,39,4,3,5,7,2,2,55,74,63,beginner_data_science
10101681,36,59,47,4,0,4,7,3,3,76,63,83,advanced_backend
66790334,54,82,51,2,0,5,5,4,4,60,58,66,advanced_backend
57714130,9,20,74,0,2,0,1,6,4,57,59,90,advanced_front_end
12288977,41,36,72,0,4,5,4,7,0,42,71,67,beginner_data_science
83537399,45,21,90,1,1,10,3,2,1,56,100,74,beginner_data_science
31935231,44,14,11,4,3,7,5,8,12,68,99,40,advanced_backend
54394195,4,51,53,4,3,4,7,4,6,73,85,59,advanced_backend
50452879,44,20,44,0,2,3,3,8,3,41,64,70,advanced_front_end
93234850,23,69,26,3,5,3,5,1,2,56,76,64,advanced_backend
61349092,58,33,32,7,2,5,3,3,2,61,68,84,advanced_data_science
17615601,24,35,25,1,6,0,3,8,0,63,57,,advanced_data_science
7243966,16,20,0,9,5,7,5,2,6,79,67,65,advanced_backend
11547555,32,117,26,6,9,4,7,3,1,70,68,53,advanced_front_end
15790717,40,11,44,2,2,3,2,7,1,76,52,68,beginner_front_end
13032530,58,1,0,4,6,6,3,3,2,76,71,74,beginner_front_end
11862338,26,74,42,4,3,6,5,2,5,66,73,62,advanced_backend
31379976,12,70,19,4,4,4,4,1,0,60,76,59,advanced_backend
82369339,16,59,23,0,1,0,0,2,0,,52,,beginner_front_end
3051692,46,30,81,4,2,3,8,7,2,56,83,84,beginner_backend
48358690,50,86,19,4,2,0,3,2,5,72,74,77,beginner_backend
93155415,80,63,31,2,8,0,2,2,4,51,74,41,beginner_front_end
79266605,48,60,3,4,6,8,4,2,8,56,70,42,advanced_backend
46403258,4,49,79,3,4,4,2,6,3,62,65,44,advanced_front_end
61577308,43,46,30,3,3,3,2,8,3,65,62,74,beginner_backend
26697852,33,52,47,1,5,9,2,4,1,48,86,78,beginner_data_science
52718220,40,32,81,2,2,4,4,3,2,38,66,57,beginner_data_science
65216440,22,110,71,4,0,8,4,4,4,62,48,66,advanced_backend
88427051,27,58,30,3,0,2,1,5,5,73,100,86,beginner_backend
97569923,27,34,51,4,3,4,1,1,5,55,62,76,beginner_data_science
89134271,62,78,23,6,0,1,3,6,0,58,65,76,beginner_backend
61510644,41,6,66,2,5,0,0,4,2,61,75,73,advanced_front_end
20116962,31,33,39,2,2,8,3,3,2,66,69,67,beginner_data_science
64414703,21,45,27,2,2,4,0,7,3,66,57,57,advanced_data_science
89322871,15,30,24,4,5,6,0,1,4,63,61,82,beginner_data_science
27284628,0,0,10,0,1,5,3,6,2,61,78,81,beginner_data_science
26702144,18,35,32,4,4,3,6,2,2,53,56,56,beginner_data_science
16036577,17,52,32,4,5,2,0,9,4,65,90,96,beginner_backend
11129313,43,37,24,5,5,3,3,4,1,52,45,58,advanced_data_science
26040203,52,37,29,2,5,1,2,4,3,31,89,56,advanced_front_end
14680644,67,39,33,5,5,4,3,4,3,74,42,48,beginner_front_end
35129415,36,33,55,5,5,5,3,4,2,66,64,71,beginner_data_science
67437674,82,8,3,3,6,7,1,5,1,61,65,71,beginner_front_end
30887099,64,8,61,0,2,0,5,6,3,72,70,74,beginner_data_science
79814267,19,65,32,3,6,0,1,7,5,81,65,,beginner_front_end
8429312,39,28,2,5,3,4,5,1,5,83,82,73,advanced_backend
4697843,28,68,22,1,3,0,12,1,3,55,60,64,advanced_backend
57773631,58,4,52,3,5,4,4,9,3,66,56,74,beginner_front_end
74740461,42,6,57,4,5,4,5,5,4,71,71,74,beginner_front_end
29521042,56,61,42,4,7,2,3,4,1,63,64,48,beginner_front_end
79954138,41,7,26,1,8,4,2,5,1,43,72,36,advanced_front_end
8797732,24,48,25,5,1,7,0,2,2,65,55,78,advanced_data_science
7764467,45,55,29,4,1,3,8,2,6,85,63,70,advanced_backend
64582345,36,37,36,4,1,0,3,11,0,73,63,,beginner_backend
64820172,42,24,19,6,1,7,0,8,5,59,59,69,advanced_data_science
68935779,26,40,70,3,2,2,2,6,2,65,61,74,advanced_front_end
82306152,74,80,17,4,2,5,4,6,2,60,73,62,beginner_backend
37547541,48,43,58,3,4,2,6,4,2,52,38,57,advanced_data_science
31686938,49,39,37,4,1,6,0,4,4,65,59,83,advanced_data_science
58159366,6,3,22,2,0,9,3,4,2,61,83,79,beginner_data_science
91355424,67,56,50,4,3,3,3,7,1,60,66,72,beginner_backend
62420479,16,38,0,4,4,5,2,9,1,48,92,49,advanced_data_science
68624497,0,0,38,3,0,9,4,1,3,71,77,68,beginner_data_science
14281440,4,63,56,3,5,4,3,5,4,72,78,58,advanced_front_end
77250469,17,9,44,2,5,2,6,5,2,76,61,60,beginner_data_science
14773870,57,42,85,5,2,2,6,5,3,78,90,64,beginner_data_science
50757496,24,39,59,3,5,3,1,4,3,57,76,49,advanced_front_end
29383777,39,51,84,3,1,13,2,4,0,51,95,63,beginner_data_science
91574010,44,62,52,2,6,2,4,6,1,66,61,74,advanced_data_science
7374504,15,57,9,3,6,1,3,7,5,100,70,52,beginner_front_end
3989399,14,46,64,4,3,4,2,6,2,70,69,55,advanced_front_end
96015475,46,44,45,5,0,8,0,2,5,59,55,90,advanced_data_science
65230571,28,43,25,1,3,3,1,9,2,68,62,80,beginner_backend
94729648,7,55,46,8,6,8,2,1,3,75,79,72,beginner_data_science
14173226,71,50,20,5,0,6,6,4,6,79,57,64,advanced_backend
74358426,24,27,52,5,3,6,3,0,4,88,86,75,beginner_data_science
42109013,63,37,17,6,1,8,2,5,4,53,69,82,advanced_data_science
65480941,52,23,39,6,2,6,1,0,2,63,50,77,advanced_data_science
54198124,56,28,44,3,8,4,6,3,3,67,83,69,beginner_front_end
53801234,0,0,0,8,6,1,10,2,6,86,90,95,advanced_backend
72307657,53,59,29,3,4,3,3,4,4,81,66,60,beginner_backend
45572218,70,61,38,3,7,6,2,4,3,62,56,53,beginner_front_end
98929556,27,35,32,3,3,5,3,2,2,53,57,66,beginner_data_science
87355119,14,46,9,2,3,4,2,4,4,68,62,66,beginner_backend
97284087,19,51,35,4,4,1,2,7,0,82,72,81,beginner_backend
83313194,67,48,19,3,3,5,4,4,7,63,76,55,advanced_backend
4715686,26,39,33,4,5,4,5,3,7,75,91,75,beginner_backend
51231882,75,24,25,3,3,4,3,3,3,61,36,52,beginner_front_end
55232390,39,46,0,6,3,4,3,9,2,56,76,58,advanced_data_science
45235978,61,62,35,5,4,6,2,5,7,62,67,64,advanced_backend
73136088,70,44,30,4,4,4,2,6,4,62,68,86,advanced_data_science
59769868,26,32,59,1,1,7,5,5,1,48,69,61,beginner_front_end
40203160,53,54,28,4,0,1,7,5,3,50,75,80,beginner_backend
33516415,3,0,34,0,0,5,7,6,3,72,75,59,beginner_data_science
95294525,57,44,26,6,3,6,4,4,2,54,63,76,advanced_data_science
80246162,50,44,15,4,3,3,5,5,2,61,54,63,advanced_data_science
12011668,53,21,39,1,4,1,3,6,4,56,46,73,beginner_data_science
77743272,44,19,64,1,3,2,2,6,3,50,60,62,advanced_front_end
33777799,59,76,36,3,5,3,5,6,3,70,55,75,advanced_data_science
99457921,40,48,44,3,6,10,3,3,2,49,92,83,beginner_data_science
59270229,0,92,80,4,5,3,4,5,2,84,58,56,advanced_front_end
39014040,72,17,10,2,4,5,3,2,3,60,67,65,beginner_front_end
88433419,1,11,59,1,0,6,5,3,3,55,65,52,beginner_data_science
77257354,50,79,62,4,5,1,7,6,0,75,33,58,advanced_data_science
89125128,32,26,71,3,3,6,3,3,2,56,80,71,beginner_data_science
6338467,60,36,57,2,4,4,3,4,1,57,74,70,beginner_data_science
46889140,23,51,28,3,3,0,4,4,4,79,53,41,beginner_front_end
49420374,0,32,5,3,6,4,1,5,4,82,61,74,beginner_backend
29227846,55,46,8,2,7,7,1,6,3,72,55,61,beginner_front_end
77820214,56,6,41,2,1,4,3,5,3,72,21,56,beginner_front_end
13419489,24,56,36,3,5,2,3,5,3,54,73,64,advanced_front_end
77705971,22,47,50,3,4,2,3,6,1,81,87,89,beginner_backend
58323726,36,64,42,6,0,9,0,2,5,71,63,100,advanced_data_science
57633001,14,14,22,3,3,4,5,4,8,81,100,75,advanced_backend
42101414,54,46,12,2,4,0,3,6,3,75,49,45,beginner_front_end
32526062,32,49,31,3,7,2,3,3,3,81,85,61,beginner_front_end
13460305,24,18,50,2,2,3,2,7,1,80,60,69,beginner_front_end
49416868,0,0,36,0,1,9,3,6,0,39,76,69,beginner_data_science
23461862,34,34,69,6,4,0,7,8,1,64,72,100,beginner_backend
81299943,18,42,45,2,6,6,2,5,2,50,65,22,advanced_front_end
7189215,69,61,52,4,2,6,4,4,4,60,46,77,advanced_data_science
16496008,28,52,22,4,3,7,7,4,10,68,78,40,advanced_backend
64387457,39,55,21,6,2,6,4,4,3,55,66,75,advanced_data_science
84988422,7,38,18,2,1,3,6,1,7,66,81,74,beginner_backend
72243629,14,66,42,4,5,4,4,5,4,69,88,66,advanced_front_end
97852062,0,0,29,1,1,4,2,2,5,73,66,68,beginner_data_science
77474660,67,53,61,4,4,3,2,3,1,73,48,74,advanced_data_science
51515791,45,13,49,1,6,1,1,4,2,36,74,51,advanced_front_end
37884329,44,45,55,3,0,4,6,6,11,83,77,88,advanced_backend
55757267,47,74,59,5,6,6,5,4,2,86,71,45,advanced_front_end
244236,46,33,15,5,2,6,1,6,3,63,58,61,advanced_data_science
31106165,18,34,57,7,4,5,3,2,2,47,88,78,beginner_data_science
15542513,12,65,43,5,1,3,6,1,2,80,63,90,advanced_backend
57533690,36,36,59,4,3,5,2,1,3,60,64,73,advanced_data_science
19555874,20,45,46,7,3,6,0,0,5,39,51,72,beginner_data_science
67575760,17,37,5,6,5,0,5,4,6,95,88,55,beginner_front_end
30676634,39,94,31,6,3,6,4,7,3,73,57,77,advanced_data_science
86425812,0,22,43,4,3,3,5,3,3,74,100,100,advanced_backend
40161889,42,68,30,3,7,5,4,5,3,57,83,44,advanced_front_end
4427328,17,0,32,2,1,4,6,2,2,63,82,71,beginner_data_science
43779054,16,35,31,3,3,2,7,4,5,61,87,83,advanced_backend
25957590,22,33,77,3,2,2,0,7,3,50,71,56,advanced_front_end
91139303,26,45,35,3,8,2,5,6,4,51,82,67,advanced_front_end
32068782,25,31,85,2,3,3,2,6,1,65,53,52,advanced_front_end
3328292,28,12,37,5,5,5,3,8,4,82,69,77,beginner_front_end
44802986,66,46,53,4,5,4,6,3,4,49,41,67,advanced_data_science
93639478,30,85,42,6,4,5,6,4,3,61,51,79,advanced_data_science
86386923,78,25,36,5,6,5,3,5,3,58,47,60,beginner_front_end
8941823,23,29,61,4,3,6,0,0,5,45,67,86,beginner_data_science
10439900,86,2,60,1,8,7,6,6,0,55,61,86,beginner_front_end
98397065,16,55,32,6,3,7,2,2,3,66,65,100,advanced_backend
55011285,51,43,21,2,3,6,2,5,2,65,64,78,beginner_data_science
26708656,61,65,55,0,0,3,3,4,4,58,89,84,advanced_backend
30555681,20,40,20,2,2,2,5,5,5,69,76,75,beginner_backend
53157651,34,26,0,2,2,1,0,4,0,79,65,55,beginner_front_end
86492681,51,74,19,0,4,2,1,3,2,71,44,37,beginner_front_end
37582154,13,53,37,3,1,2,9,0,1,74,71,88,advanced_backend
50175267,55,35,4,7,3,2,2,9,0,78,58,56,advanced_data_science
43144535,28,36,53,1,4,5,4,4,2,86,61,64,advanced_front_end
51416939,57,21,43,4,5,3,2,6,4,62,39,57,beginner_front_end
74082474,73,51,47,5,4,4,4,5,4,56,42,66,advanced_data_science
43597241,11,54,37,5,2,6,4,3,5,82,71,78,advanced_backend
22222184,53,66,6,8,1,7,3,5,4,62,62,88,advanced_data_science
155182,8,83,49,1,2,4,7,0,5,68,85,59,advanced_backend
17164812,116,52,55,5,8,8,4,6,1,47,33,56,beginner_front_end
97481641,47,51,29,4,8,3,3,4,2,46,73,44,advanced_front_end
30007560,0,30,23,3,5,2,3,3,5,87,80,83,beginner_backend
61656089,19,69,,5,4,3,1,5,1,86,42,79,advanced_data_science
80465039,81,84,33,4,0,3,4,9,1,39,73,86,beginner_backend
32957964,15,91,57,3,2,3,8,3,2,49,57,74,advanced_backend
29845639,61,56,24,6,3,6,4,4,2,63,51,65,advanced_data_science
70894971,41,23,40,3,6,6,3,5,4,62,74,44,advanced_front_end
37840793,47,55,27,8,4,5,4,4,1,60,50,66,advanced_data_science
84711311,56,48,71,5,6,3,4,7,3,62,78,90,beginner_backend
91583261,38,0,27,6,6,4,4,5,5,82,68,77,beginner_front_end
78775033,98,44,36,7,8,6,5,2,6,53,45,53,beginner_front_end
559387,59,57,34,5,9,4,4,4,4,51,93,42,advanced_front_end
6228389,12,65,0,0,3,6,0,6,4,,61,65,beginner_backend
8733135,63,63,1,8,3,6,4,6,1,63,63,65,advanced_data_science
17172325,56,34,33,5,3,6,3,2,1,56,47,59,advanced_data_science
18431453,0,73,73,3,1,7,4,7,8,68,76,61,advanced_front_end
8252791,43,71,16,5,3,4,3,7,3,76,66,81,advanced_data_science
52591763,56,66,6,3,0,5,0,6,0,63,31,37,beginner_backend
20789598,11,91,66,1,0,7,6,2,7,78,77,68,advanced_backend
83431641,58,54,66,3,5,4,3,3,3,35,63,68,beginner_data_science
22436301,70,0,60,4,8,7,6,9,3,59,52,88,beginner_front_end
9528311,44,43,13,4,4,3,4,1,1,68,82,62,advanced_backend
46622909,43,47,5,6,4,4,4,6,3,48,68,73,advanced_data_science
5205102,48,40,12,4,3,4,4,9,3,50,67,56,advanced_data_science
46713211,20,23,54,3,3,6,3,1,4,73,73,73,beginner_data_science
61490118,33,41,31,1,5,5,3,5,4,34,67,43,advanced_front_end
36149207,33,21,69,3,4,3,1,5,2,67,65,61,beginner_front_end
34572373,68,10,52,4,3,5,2,5,3,50,66,65,advanced_data_science
69337899,34,35,44,1,1,0,1,5,1,70,46,47,beginner_front_end
59675661,27,26,23,1,1,4,4,3,5,75,56,60,beginner_backend
92482038,16,9,62,2,1,8,4,2,1,36,51,52,beginner_data_science
27557586,28,45,33,5,5,0,2,4,3,71,66,45,beginner_front_end
95399212,58,38,4,7,2,6,4,6,4,49,66,73,advanced_data_science
79602970,79,42,19,7,3,4,4,6,4,54,66,83,advanced_data_science
29375025,42,37,26,7,2,5,0,2,2,69,46,84,advanced_data_science
35026114,7,38,65,2,2,3,3,7,4,57,63,69,advanced_front_end
86357334,44,26,46,3,3,5,2,5,4,52,73,53,advanced_front_end
65515626,19,53,47,5,7,3,3,5,4,59,89,58,advanced_front_end
36122440,22,6,42,0,0,3,5,4,3,68,72,60,beginner_data_science
2338301,31,29,32,0,3,8,0,4,1,,62,85,beginner_data_science
20810892,6,3,21,3,1,3,5,2,4,56,50,61,beginner_backend
84337137,50,79,49,4,3,5,4,2,5,67,62,100,advanced_data_science
26492887,110,56,14,2,9,7,1,2,0,46,46,52,beginner_front_end
45105720,26,31,37,2,4,4,3,7,5,60,78,74,advanced_front_end
5346985,0,26,51,4,1,9,0,1,3,43,61,68,beginner_data_science
95161749,37,27,35,4,7,3,3,6,3,77,72,67,beginner_front_end
80237094,28,14,67,1,6,5,2,5,2,50,55,29,advanced_front_end
18778176,22,43,42,7,3,8,5,8,8,67,68,53,advanced_backend
15685092,11,66,51,6,5,5,2,5,5,55,80,43,advanced_front_end
9112551,38,45,70,5,,7,3,1,3,36,94,74,beginner_data_science
16622734,89,41,16,5,5,5,2,5,8,66,71,50,advanced_backend
39963356,33,80,24,1,8,2,7,4,3,57,71,75,advanced_front_end
10845727,4,24,51,4,2,8,0,2,3,31,76,81,beginner_data_science
56755952,50,38,40,4,5,1,2,7,2,70,40,60,advanced_data_science
41379559,74,20,39,4,5,7,1,6,3,56,47,64,beginner_front_end
86790717,55,50,51,2,6,9,4,4,1,63,79,76,beginner_data_science
49081666,31,57,28,5,,5,4,0,4,89,73,73,advanced_backend
98898247,0,30,41,0,4,6,4,4,2,80,73,67,beginner_backend
32229384,51,31,13,2,6,3,3,3,1,73,69,58,beginner_front_end
4513616,42,86,0,10,3,7,6,6,2,57,80,79,advanced_data_science
80324148,32,66,24,6,6,4,2,5,0,69,68,56,advanced_data_science
89419069,14,65,25,6,0,8,0,6,5,69,57,78,advanced_data_science
78846228,22,42,34,2,7,1,2,5,4,28,89,51,advanced_front_end
25838096,53,79,23,3,3,9,3,2,8,59,69,45,advanced_backend
35544767,21,17,88,5,5,0,3,6,2,71,58,81,beginner_backend
87699866,63,13,54,1,5,4,5,6,2,64,51,66,beginner_front_end
68325248,32,70,64,4,4,2,2,4,2,69,61,60,advanced_front_end
51174969,74,37,41,5,3,6,4,5,4,51,65,74,advanced_data_science
77915336,8,83,0,3,3,3,0,2,5,72,84,59,beginner_backend
40233295,12,23,50,0,5,5,3,6,2,56,60,40,advanced_front_end
52084956,48,47,31,3,3,3,1,6,3,66,50,54,beginner_data_science
69582246,65,52,51,4,2,7,2,6,7,50,68,90,advanced_data_science
62918763,53,71,13,6,3,4,6,6,5,63,64,94,advanced_data_science
29380889,56,57,24,4,2,2,4,7,2,67,61,71,beginner_backend
8686114,44,55,36,0,2,0,1,5,4,75,14,23,beginner_front_end
1899178,47,43,29,6,2,7,0,4,4,59,73,89,advanced_data_science
27112549,36,39,62,3,3,1,1,5,4,43,79,54,advanced_front_end
34467047,76,55,9,5,3,4,5,10,5,50,65,69,advanced_data_science
53836733,38,47,60,6,4,6,3,0,4,46,74,65,beginner_data_science
48162825,114,0,53,0,7,9,4,4,0,40,36,78,beginner_front_end
39570632,48,50,0,6,3,5,2,8,2,65,56,64,advanced_data_science
18464716,52,16,62,3,4,1,3,1,1,59,55,54,beginner_front_end
44312044,13,55,55,4,8,4,5,6,2,68,72,44,advanced_front_end
69617336,40,36,22,4,3,5,3,5,3,47,72,63,advanced_data_science
89014719,69,47,44,2,0,1,7,7,3,52,60,84,beginner_backend
81317426,50,26,0,7,4,4,6,4,0,56,58,59,advanced_backend
31094897,41,63,17,1,4,5,1,3,6,75,71,57,beginner_backend
15794244,56,23,0,6,0,8,0,6,3,63,67,66,advanced_data_science
53418427,70,51,41,2,6,7,3,6,2,66,53,61,beginner_front_end
26670321,52,34,70,3,5,1,5,4,2,67,47,74,advanced_data_science
94022003,70,17,0,5,6,3,6,3,9,68,77,70,advanced_backend
50041808,31,56,44,3,5,6,4,6,3,54,62,32,advanced_front_end
91080111,29,9,38,0,1,9,3,4,2,65,66,67,beginner_data_science
22166872,65,70,62,3,0,0,3,11,0,59,70,,beginner_backend
60336157,0,53,7,2,3,1,0,5,4,70,58,66,beginner_backend
23022550,44,76,53,4,5,1,6,7,2,58,67,78,advanced_front_end
69052221,59,43,69,1,2,2,6,5,3,58,68,53,beginner_data_science
83969780,38,71,9,3,0,0,2,6,2,64,72,84,beginner_backend
11506432,49,55,34,3,9,3,4,4,6,75,57,48,beginner_front_end
5149277,27,60,43,3,2,5,2,2,4,79,93,73,advanced_backend
6746817,39,47,0,4,7,2,3,1,7,81,68,48,beginner_front_end
64754203,63,61,12,6,3,3,6,6,4,60,52,80,advanced_data_science
17479423,32,46,16,3,5,3,3,4,6,81,63,52,beginner_front_end
50109593,40,41,60,3,6,6,4,8,0,66,48,56,beginner_backend
14022410,60,3,23,6,6,3,8,1,5,69,74,70,beginner_front_end
47393208,33,25,30,2,4,5,1,4,4,64,70,92,beginner_data_science
40796025,46,44,29,3,4,3,6,3,6,65,80,73,advanced_backend
94370165,19,0,35,1,4,2,0,5,4,32,73,50,advanced_front_end
63803405,62,21,37,3,5,4,3,4,3,54,66,64,advanced_front_end
29573548,0,57,49,4,2,3,10,3,6,73,71,82,advanced_backend
66638125,23,29,39,3,3,5,5,2,3,62,74,68,beginner_data_science
4002950,66,62,91,4,4,1,3,3,4,35,82,71,beginner_data_science
93279727,36,88,16,5,4,4,0,8,0,66,69,77,beginner_backend
77015124,31,51,14,4,2,0,2,6,3,65,54,87,beginner_backend
8199648,61,29,33,4,7,4,3,6,4,72,65,63,beginner_front_end
7802672,41,45,33,3,5,2,0,1,5,52,48,77,beginner_data_science
41998223,21,60,48,3,1,6,0,4,4,71,43,69,advanced_data_science
79647965,40,21,78,2,1,4,6,3,2,44,93,65,beginner_data_science
95216229,45,17,0,7,3,3,1,4,0,65,59,66,advanced_data_science
69597029,48,43,34,7,4,7,0,6,5,65,81,62,advanced_backend
32776091,17,30,52,1,1,4,6,3,5,75,82,74,beginner_backend
39639929,32,42,43,4,5,4,5,3,2,62,66,65,beginner_data_science
78023311,63,68,25,7,4,4,8,6,3,50,58,81,advanced_data_science
39121566,45,22,0,5,2,5,7,1,6,91,70,67,advanced_backend
68956721,0,61,49,3,5,4,4,7,4,53,73,54,advanced_front_end
68680205,27,32,86,5,0,11,0,1,3,39,88,72,beginner_data_science
20492510,66,36,68,3,3,3,1,4,2,51,57,48,advanced_front_end
22272527,50,31,71,4,4,2,5,1,4,75,70,62,beginner_data_science
97375716,0,61,45,7,2,7,5,3,2,72,69,71,advanced_backend
26190873,25,50,56,5,6,7,2,2,1,23,76,75,beginner_data_science
64515077,46,61,47,3,2,4,4,8,0,66,62,64,beginner_backend
26060404,56,64,26,4,7,6,6,5,3,54,68,40,advanced_front_end
31814489,22,60,39,4,3,5,3,0,3,63,79,99,advanced_data_science
84366271,0,0,67,1,8,5,3,3,5,100,86,63,beginner_backend
93978982,73,54,32,7,1,6,3,3,6,64,57,100,advanced_data_science
35661175,37,55,35,1,2,6,3,2,5,68,73,51,beginner_backend
24930737,44,14,2,5,5,3,5,3,5,68,83,81,advanced_backend
10665896,5,38,31,4,4,7,0,2,4,45,64,80,beginner_data_science
56038625,0,22,22,3,4,2,4,4,5,80,74,73,beginner_backend
17367807,32,2,42,0,8,0,1,5,1,40,75,62,advanced_front_end
22466032,27,47,49,2,4,2,4,7,3,62,61,72,advanced_front_end
89738273,54,81,32,6,1,0,0,9,1,45,59,84,beginner_backend
79628304,72,21,0,5,4,6,0,4,4,70,54,55,beginner_front_end
55454120,57,46,8,3,2,4,6,0,6,87,71,65,advanced_backend
80299944,26,63,0,2,3,2,0,7,0,88,45,52,beginner_backend
